cats	Index	Forms	Notes_id	Dutch	English	Indonesian	v1894	v1904/1911	v1931	Swadesh	Swadesh_orig	remark	nt_form	nt_eng	nt_idn	nt_pos	nt_comment	nt_pc	Concepticon_Gloss	Concepticon_ID	concept_url	list_type
the Sigule-Salang list	1396	loewo seunajan	39	dagen der week	the day of the week	hari-hari dalam satu minggu	783	-	-	FALSE			loewo seunajan	Monday					DAY (24 HOURS)	1260	https://concepticon.clld.org/parameters/1260	NBL
the Sigule-Salang list	1396	leowo selasa	39	dagen der week	the day of the week	hari-hari dalam satu minggu	783	-	-	FALSE			leowo selasa	Tuesday					DAY (24 HOURS)	1260	https://concepticon.clld.org/parameters/1260	NBL
the Sigule-Salang list	1398	tarang	NA	licht	light	sinar	292	294	985	FALSE									LIGHT (RADIATION)	630	https://concepticon.clld.org/parameters/630	NBL
the Sigule-Salang list	1401	acheumi	40	nacht, nachtelijk duister	night (darkness)	malam	-	-	986	TRUE	night		acheumi	in the evening					DARK	706	https://concepticon.clld.org/parameters/706	NBL
the Sigule-Salang list	1403	acheumi	NA	donker	dark	gelap	-	-	987	FALSE									DARK	706	https://concepticon.clld.org/parameters/706	NBL
the Sigule-Salang list	1406	amba faché	NA	jaar	year	tahun	785	807	990	TRUE									YEAR	1226	https://concepticon.clld.org/parameters/1226	NBL
the Sigule-Salang list	1408	élaléé	NA	nu	now	sekarang	790	810	991	FALSE									NOW	1376	https://concepticon.clld.org/parameters/1376	NBL
the Sigule-Salang list	1409	faieu akadjab	41	straks	shortly	sebentar lagi	791	811	992	FALSE			faien	later	nanti				SOON	703	https://concepticon.clld.org/parameters/703	NBL
the Sigule-Salang list	1410	èlalèè	NA	thans	now, at present	kini	792	-	-	FALSE									NOW OR TODAY	2097	https://concepticon.clld.org/parameters/2097	NBL
the Sigule-Salang list	1411	afieu	NA	vroeger	formerly	tempo hari	793	812	993	FALSE									ONCE (IN THE PAST)	2914	https://concepticon.clld.org/parameters/2914	NBL
the Sigule-Salang list	1411	aféé	NA	vroeger	formerly	tempo hari	793	812	993	FALSE									ONCE (IN THE PAST)	2914	https://concepticon.clld.org/parameters/2914	NBL
the Sigule-Salang list	1412/1413	faifeuna	NA	voor <unsp.>	before (place) [ID_1412]; before (time) [ID_1413]	di muka [ID_1412]; sebelum [ID_1413]	794	813	-	FALSE									BEFORE	1882	https://concepticon.clld.org/parameters/1882	NBL
the Sigule-Salang list	1416	ménoa	NA	zoe_ven	a moment ago	tadi	797	815	995	FALSE									ONCE (IN THE PAST)	2914	https://concepticon.clld.org/parameters/2914	NBL
the Sigule-Salang list	1417	atepinga	42	eventjes, een ogenblikje	a moment	seketika, sebentar	-	-	996	FALSE			faieu laheu akadjab	to wait a while					INSTANTLY (IMMEDIATELY)	2916	https://concepticon.clld.org/parameters/2916	NBL
the Sigule-Salang list	1417	atepinga	42	eventjes, een ogenblikje	a moment	seketika, sebentar	-	-	996	FALSE			atepé teu	only for a moment					INSTANTLY (IMMEDIATELY)	2916	https://concepticon.clld.org/parameters/2916	NBL
the Sigule-Salang list	1418	mènèfi (baàë)	NA	gisteren	yesterday	kemarin	798	816	997	FALSE									YESTERDAY	1174	https://concepticon.clld.org/parameters/1174	NBL
the Sigule-Salang list	1419	melō foongi lanèn	NA	eergisteren	the day before yesterday	kemarin dulu	799	817	998	FALSE									DAY BEFORE YESTERDAY	1180	https://concepticon.clld.org/parameters/1180	NBL
the Sigule-Salang list	1420	meugeué	NA	vandaag	today	hari ini	800	818	999	FALSE									TODAY	1283	https://concepticon.clld.org/parameters/1283	NBL
the Sigule-Salang list	1422	foongi	NA	morgen	tomorrow	besok	801	819	1001	FALSE									TOMORROW	1329	https://concepticon.clld.org/parameters/1329	NBL
the Sigule-Salang list	1423	ilofoongi	NA	overmorgen	the day after tomorrow	lusa	802	820	1002	FALSE									DAY AFTER TOMORROW	1179	https://concepticon.clld.org/parameters/1179	NBL
the Sigule-Salang list	1426	tanggoe	NA	nu en dan	now and then, occasionally	kadang-kadang	803	821	1005	FALSE									SOMETIMES	1544	https://concepticon.clld.org/parameters/1544	NBL
the Sigule-Salang list	1427	ilonda	NA	wanneer	when	kapan, bilamana	835	851	1006	TRUE									WHEN	1238	https://concepticon.clld.org/parameters/1238	NBL
the Sigule-Salang list	1428	mola	NA	reeds	already	sudah	805	823	1007	FALSE									ALREADY	2576	https://concepticon.clld.org/parameters/2576	NBL
the Sigule-Salang list	1429	adénaĕn	NA	nog niet	not yet	belum	806	824	1008	FALSE									YET	2577	https://concepticon.clld.org/parameters/2577	NBL
the Sigule-Salang list	1431	oetara	NA	noord	north	utara	807	825	1010	FALSE									NORTH	1598	https://concepticon.clld.org/parameters/1598	NBL
the Sigule-Salang list	1432	selatan	NA	zuid	south	selatan	808	826	1011	FALSE									SOUTH	1595	https://concepticon.clld.org/parameters/1595	NBL
the Sigule-Salang list	1433	timor	NA	oost	east	timur	809	827	1012	FALSE									EAST	1877	https://concepticon.clld.org/parameters/1877	NBL
the Sigule-Salang list	1434	barat tempat	NA	west	west	barat	810	828	1013	FALSE									WEST	1817	https://concepticon.clld.org/parameters/1817	NBL
the Sigule-Salang list	1435	kafambilòˈ	NA	links	left	kiri	775	801	1014	TRUE	left (side)								LEFT	244	https://concepticon.clld.org/parameters/244	NBL
the Sigule-Salang list	1436	ofombileu	NA	rechts	right	kanan	776	802	1015	TRUE	right (side)								RIGHT	1019	https://concepticon.clld.org/parameters/1019	NBL
the Sigule-Salang list	1437	failawa	NA	boven, op	up, upper, above	di atas	811	829	1016	FALSE									UP OR ABOVE	2379	https://concepticon.clld.org/parameters/2379	NBL
the Sigule-Salang list	1440	faalheuë	NA	onder	under	di bawah	813	831	1019	FALSE									BELOW OR UNDER	1485	https://concepticon.clld.org/parameters/1485	NBL
the Sigule-Salang list	1444	faālheue	NA	beneden	below, beneath	bawah	815	-	-	FALSE									BELOW OR UNDER	1485	https://concepticon.clld.org/parameters/1485	NBL
the Sigule-Salang list	1445	angkĕn	NA	bij	at	di, pada	816	833	1022	TRUE									AT	1461	https://concepticon.clld.org/parameters/1461	NBL
the Sigule-Salang list	1447	leuntōeˈ	NA	tot	until	hingga	818	835	-	FALSE									UNTIL	2753	https://concepticon.clld.org/parameters/2753	NBL
the Sigule-Salang list	1448	fà	NA	te	at, in	di	819	836	1022	TRUE	at								AT	1461	https://concepticon.clld.org/parameters/1461	NBL
the Sigule-Salang list	1450	faibacha	NA	in	in, inside	di (dalam)	821	838	1022	TRUE	in								INSIDE	1606	https://concepticon.clld.org/parameters/1606	NBL
the Sigule-Salang list	1450	cha	NA	in	in, inside	di (dalam)	821	838	1022	TRUE	in								INSIDE	1606	https://concepticon.clld.org/parameters/1606	NBL
the Sigule-Salang list	1451	migala	NA	uit	out, outside	luar, (di) luar	822	839	-	FALSE									OUTSIDE	762	https://concepticon.clld.org/parameters/762	NBL
the Sigule-Salang list	1451	imeuifaté	NA	uit	out, outside	luar, (di) luar	822	839	-	FALSE									OUTSIDE	762	https://concepticon.clld.org/parameters/762	NBL
the Sigule-Salang list	1452	āteuh	NA	nabij	nearby	di dekat, di	774	800	1023	TRUE	near								NEAR	1942	https://concepticon.clld.org/parameters/1942	NBL
the Sigule-Salang list	1453	adĕaoe	NA	veraf	far	jauh	777	803	1024	TRUE							<adĕhoe?>		FAR	1406	https://concepticon.clld.org/parameters/1406	NBL
the Sigule-Salang list	1454	salinkai	NA	rondom	around, surrounding	se-kellling	778	804	1025	FALSE									NA	NA	https://concepticon.clld.org/parameters/NA	NBL
the Sigule-Salang list	1455	faaito	NA	buiten	outside	luar, di luar	-	-	1026	FALSE									OUTSIDE	762	https://concepticon.clld.org/parameters/762	NBL
the Sigule-Salang list	1457	abacha	NA	binnen	inside, within	di dalam	-	-	1028	FALSE									INSIDE	1606	https://concepticon.clld.org/parameters/1606	NBL
the Sigule-Salang list	1460	andēoˈ	43	waar	where	di mana	834	850	1030	TRUE			āho nohém sa jaw	where is the house					WHERE	1237	https://concepticon.clld.org/parameters/1237	NBL
the Sigule-Salang list	1460	andēoˈ	43	waar	where	di mana	834	850	1030	TRUE			āho nohéni	where is his house					WHERE	1237	https://concepticon.clld.org/parameters/1237	NBL
the Sigule-Salang list	1461	atiafaja	NA	hoe	how	bagaimana	824	841	1031	TRUE									HOW	1239	https://concepticon.clld.org/parameters/1239	NBL
the Sigule-Salang list	1462	manada	NA	zo	like this, like that	begini, begitu	796	814	-	FALSE									SIMILAR	1558	https://concepticon.clld.org/parameters/1558	NBL
the Sigule-Salang list	1465	aeoa aˈ <aiteuwi?>	44	waarom	why	mengapa	836	852	1034	FALSE			awā a iadaeu moe acha eu toean	why doesnˈt the datoeˈ tell this to the gentleman?					WHY	1270	https://concepticon.clld.org/parameters/1270	NBL
the Sigule-Salang list	1466	otoe	NA	zeker	certainly, sure	pasti	857	872	-	FALSE									CERTAIN	509	https://concepticon.clld.org/parameters/509	NBL
the Sigule-Salang list	1468	tadorang	NA	zeer, erg	very	sangat	-	-	1036	FALSE									VERY	1311	https://concepticon.clld.org/parameters/1311	NBL
the Sigule-Salang list	1471	ia(cho)	NA	neen	no	tidak	861	876	1039	FALSE									NO	1269	https://concepticon.clld.org/parameters/1269	NBL
the Sigule-Salang list	1472	òtoe	NA	ja	yes	ya	862	877	1040	FALSE									YES	1268	https://concepticon.clld.org/parameters/1268	NBL
the Sigule-Salang list	1473-1475	eacho	NA	niet <unsp.>	not, no [ID_1473]; not, no [ID_1474]; not, no [ID_1475]	tidak [ID_1473]; bukan [ID_1474]; jangan [ID_1475]	863	878	1041	FALSE									NO OR NOT	2279	https://concepticon.clld.org/parameters/2279	NBL
the Sigule-Salang list	1476	mata i daneu	NA	wel, ja wel	yes, right, indeed	ya, benar, betul	864	879	-	FALSE									YES	1268	https://concepticon.clld.org/parameters/1268	NBL
the Sigule-Salang list	1477	beatoe àla	NA	slechts	only	hanya	865	880	1042	FALSE									ONLY	1580	https://concepticon.clld.org/parameters/1580	NBL
the Sigule-Salang list	1478	ateu	NA	bijna	almost	hampir	867	882	1043	FALSE									ALMOST	4046	https://concepticon.clld.org/parameters/4046	NBL
the Sigule-Salang list	1479	atéa	NA	maar	but	tetapi	866	881	-	FALSE									BUT	3843	https://concepticon.clld.org/parameters/3843	NBL
the Sigule-Salang list	1481	atéa	NA	echter	however, nevertheless	walaupun, meskipun	868	883	-	FALSE									BUT	3843	https://concepticon.clld.org/parameters/3843	NBL
the Sigule-Salang list	1485	sebab	45	omdat	because	karena, sebab	-	-	1047	TRUE			sebab wataoei mangacha eu fè toean	because Iˈm afraid he will be angry with me					BECAUSE	1157	https://concepticon.clld.org/parameters/1157	NBL
the Sigule-Salang list	1485	sebab	45	omdat	because	karena, sebab	-	-	1047	TRUE			gering	angry					BECAUSE	1157	https://concepticon.clld.org/parameters/1157	NBL
the Sigule-Salang list	1485	sebab	45	omdat	because	karena, sebab	-	-	1047	TRUE			doe	me					BECAUSE	1157	https://concepticon.clld.org/parameters/1157	NBL
the Sigule-Salang list	1486	iaachō	NA	geen	no, not a, none	tidak, tidak ada, bukan	831	848	-	FALSE									NO OR NOT	2279	https://concepticon.clld.org/parameters/2279	NBL
the Sigule-Salang list	add_001	aloehi	NA	NA	to burn (of food which is being cooked)	membakar	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_002	beubeu	NA	NA	to fasten to	mengikat ke	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_003	pakamèˈ	NA	NA	to dress s.o.	berpakaian	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_004	(ièwtōˈ) niòtò	NA	NA	to knock on a door	mengetuk pintu	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_005	nifaleucheu	NA	NA	to join	bergabung	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_006	niteboe	NA	NA	to tighten	mengencangkan	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_007	iendeu	NA	NA	to request, apply for	meminta	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_008	koengå	NA	NA	veins	pembulu darah	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_009	sapoe	NA	NA	to brush off	menyikat	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_010	iadeu euchi	NA	NA	to disapprove	tidak menyetujui	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_011	léléchi	NA	NA	to relieve	meredakan	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_012	antara	NA	NA	distance	jarak	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_013	rampot	NA	NA	garbage, waste	sampah	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_014	sapoe	NA	NA	to wipe off	menghapus	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_015	atoea	NA	NA	already	sudah	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_016	salamoné	NA	NA	always	selalu	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_017	faité nohé	NA	NA	behind the house	belakang rumah	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_018	apioen	NA	NA	opium	candu	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_019	boekan betin	NA	NA	other	lainnya	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_020	ataoet	NA	NA	fear	ketakutan	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_021	bidan	NA	NA	chemist	ahli kimia	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_022	mangaacheumi	NA	NA	evening meal	makan malam	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_023	soekå	NA	NA	vinegar	cuka	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_024	karadja	NA	NA	labourer	buruh	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_025	nooche	NA	NA	division, part	divisi	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_026	toela baharòˈ	NA	NA	ballast	pemberat	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_027	pāêta	NA	NA	small bench	bangku kecil	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_028	toekang machoei	NA	NA	hairdresser	penata rambut	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_029	salimboet	NA	NA	to cover	menutupi	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_030	abehoe	NA	NA	to go bad	menjadi buruk	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_031	niboeloei	NA	NA	to pour on	menuangkan	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_032	mangarti	NA	NA	to understand	memahami	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_033	malengkan	NA	NA	except	kecuali	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_034	aebachaai	NA	NA	to need	membutuhkan	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_035	patoei	NA	NA	properly	dengan benar	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_036	hakim	NA	NA	the accused	terdakwa	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_037	tertit	NA	NA	polite	sopan	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_038	mangahoe	NA	NA	to promise	berjanji	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_039	soekå	NA	NA	to love	mencintai	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_040	tentoe	NA	NA	definite	pasti	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_041	achaeufeui	NA	NA	to let know	memberi tahu	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_042	fagéting dehoe	NA	NA	edge of forest	tepi hutan	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_043	aefeu	NA	NA	ashamed	malu	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_044	manèˈ	NA	NA	to assault	menyerang	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_045	parakè	NA	NA	to sweep <?>	menyapu	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_046	faheu	NA	NA	chisel	pahat	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_047	panggil	NA	NA	to call	memanggil	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_048	boentin	NA	NA	wallet	dompet	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_049	daloeani	NA	NA	both	keduanya	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_050	moeloe oeloe	NA	NA	to shiver	menggigil	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_051	simpan	NA	NA	to store, keep	menyimpan	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_052	begeraˈ	NA	NA	to move	bergerak	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_053	sapoe	NA	NA	broom	sapu	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_054	nampoeni	NA	NA	to possess	memiliki	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_055	soempa	NA	NA	to exorcise	mengusir	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_056	sembajang	NA	NA	to pray	berdoa	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_057	ambon	NA	NA	bellows	ubub	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_058	boeloe	NA	NA	blisters <?>	lecet	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_059	koewali èpaloea	NA	NA	to boast	menyombongkan	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_060	tolohi	NA	NA	to stay	tetap tinggal	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_061	nibawoei	NA	NA	to extinguish	memadamkan	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_061	diboeloei	NA	NA	to extinguish	memadamkan	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_062	nitaoewi	NA	NA	cowardly <?>	pengecut	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_063	bilōˈ	NA	NA	bark	kulit kayu	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_064	mangoepågasap	NA	NA	to embroider	menyulam	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_065	tanggoeng	NA	NA	to guarantee	menjamin	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_066	raboen	NA	NA	spectacles	kacamata	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_066	samin	NA	NA	spectacles	kacamata	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_067	daōˈ	NA	NA	to bring	membawa	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_068	bengkin	NA	NA	to bow	membungkuk	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_069	tètoetoe	NA	NA	to bend	menekuk	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_070	bolat	NA	NA	ball	bola	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_071	temon	NA	NA	to add	menambahkan	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_072	meuleu	NA	NA	intercourse	hubungan seksual	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
